cx_q2,Question Placement,Web,Dealership
It ticked all the boxes for me,End of Survey,FALSE,FALSE
They was very nice and had great information.   A pleasure to work with.,Begin of Survey,FALSE,FALSE
Great experience. Steve Rocci and all the staff at New Symyrna branch are awesome,End of Survey,FALSE,TRUE
Because everyone calls. I would like to respond by email until we can get in.,End of Survey,FALSE,TRUE
The people are friendly and know their product.  They are not pushy.  They let you experience the car you are considering without trying to steer you toward any other vehicle.,Begin of Survey,FALSE,TRUE
The 1st representative jost never showed up for our appt. but the rep. Pattric Smith that filled in for him was very good.,End of Survey,FALSE,TRUE
I asked for a QUOTE by email only.  I got a sales call.  No price!,Begin of Survey,TRUE,TRUE
Did respond to my email,Begin of Survey,FALSE,TRUE
quick response prompted me to buy a car from Pierre,End of Survey,FALSE,TRUE
REALLY? stupid question.,End of Survey,FALSE,TRUE
Great  service,Begin of Survey,FALSE,FALSE
It was an entry to questions I had but I haven't gotten any answers as of yet. Just a survey. Yuck!,End of Survey,FALSE,TRUE
I made my inquiry late in the evening and the next morning I had follow up emails and phone calls from Marysville Ford,Begin of Survey,FALSE,TRUE
I got a quick response to my questions. Koons Ford honored their advertised internet price and lived up to their promise to try to get me the best possible value for my trade. The application process was fast and easy. The test drive and vehicle features review were comprehensive. The entire process from start to finish took less than 2 hours.,End of Survey,TRUE,TRUE
I purchase a vehicle from a different dealership,End of Survey,FALSE,TRUE
at some point i was conyacyed,Begin of Survey,FALSE,FALSE
contact was prompt.,Begin of Survey,FALSE,TRUE
Quick response,End of Survey,FALSE,TRUE
Wasn?t told the truth,End of Survey,FALSE,TRUE
I was contacted in a timely manner. Caller was professional and friendly.,Begin of Survey,FALSE,TRUE
Contact information on the vehicle was provided.,End of Survey,FALSE,FALSE
It was easy and done very professionally,End of Survey,FALSE,TRUE
Gene Butman staff are always very cordial.,End of Survey,FALSE,TRUE
Very personal professional,Begin of Survey,FALSE,TRUE
Response time,End of Survey,FALSE,TRUE
I asked for a price and did not receive one.,Begin of Survey,FALSE,FALSE
Great customer service,End of Survey,FALSE,FALSE
easy access and easy configuration,End of Survey,FALSE,FALSE
Extremely fast response and thoroughness,Begin of Survey,FALSE,TRUE
They set appt up for me and dealership knew nothing about it,End of Survey,FALSE,TRUE
quick responce,Begin of Survey,FALSE,TRUE
No BS just real,End of Survey,FALSE,FALSE
i was mislead by rep,Begin of Survey,FALSE,TRUE
Reasons stated above.,End of Survey,FALSE,FALSE
brief - not pushy,End of Survey,FALSE,FALSE
No contact??,End of Survey,FALSE,FALSE
It took two dsys to get a reply,End of Survey,FALSE,TRUE
answered my questions,End of Survey,FALSE,TRUE
they responded in less than 24 hours,Begin of Survey,FALSE,TRUE
Because people tried to take care of business,End of Survey,FALSE,TRUE
Received response soon afterwards,Begin of Survey,FALSE,TRUE
They got back to me,Begin of Survey,FALSE,FALSE
I was contacted in a timely manner.,Begin of Survey,FALSE,TRUE
Internet Manager: Reached out and provided a giftcard.Sales: Welcoming and inviting,Begin of Survey,TRUE,TRUE
They got me in and out in one day and got me exactly what I wanted.,End of Survey,FALSE,FALSE
Quick response,Begin of Survey,FALSE,TRUE
Tried to exit didn?t want a bunch of emails but somehow my information was sent anyway,End of Survey,FALSE,FALSE
Easy,End of Survey,FALSE,FALSE
Lee . Doug. Nico. and Chad. Where true to the Fox Ford Values at the end of the process i was so grateful and appreciative of all the efforts they made to seal the deal. Awesome personalities.  Great group of guys .,Begin of Survey,FALSE,TRUE
I asked for a quote regarding a car I built online.  I have requested this as I am buying a car for my mother. I have not received a quote from either of the two ford dealerships I contacted - the one nearest her home and one nearest mine. In the past we have had wonderful sales and service from Irwin Ford.  Just need some info now as I am not able to travel back to Laconia.,End of Survey,TRUE,TRUE
Was just wanting to look at the new Lincoln. Plus a find a good car dealer with Service department. Have had bad experiences with couple over the years. So i know what i want in a car. Hard part is finding Dealers and Service who take pride in keeping good customers coming back.,Begin of Survey,FALSE,TRUE
Excellent service from these people.,Begin of Survey,FALSE,TRUE
This was by far the easiest and most proficient way of accessing car info,End of Survey,FALSE,FALSE
They have been very helpful with my questions,Begin of Survey,FALSE,TRUE
Promptness.,End of Survey,FALSE,TRUE
I am appreciated the quick responsiveness.,Begin of Survey,FALSE,TRUE
Rep responded quickly and candidly.  Much appreciated.,Begin of Survey,FALSE,TRUE
Having trouble getting price I want for my purchase,Begin of Survey,FALSE,FALSE
Very good customer service handle everything I needed in a fast and professional way,Begin of Survey,FALSE,TRUE
Kacey went out of his way to assist me in my purchase,Begin of Survey,FALSE,FALSE
Great customer service,Begin of Survey,FALSE,FALSE
"As previously noted, I have already researched what I want, and configured the way I want.  Because I had already made arrangements to meet with a sales person, I submitted my 'order' online so that they'd have something to reference.",End of Survey,TRUE,TRUE
Easy to submit but never received a response,End of Survey,TRUE,TRUE
N/A,End of Survey,FALSE,FALSE
10,End of Survey,FALSE,FALSE
subjective,End of Survey,FALSE,FALSE
Because Onle tried very hard to accommodate me. He did everything he said he would do. Great customer service from him,Begin of Survey,FALSE,FALSE
"Because, my specific needs for the necessary time, has been not only allowed but encouraged",End of Survey,FALSE,FALSE
"I confirmed with the salesman that the price stated on the internet was correct. He said it was, so I told him that I?d buy the truck. Never heard from him again.",Begin of Survey,TRUE,TRUE
we've had 3 Rangers and they've been great trucks,Begin of Survey,FALSE,FALSE
Straightforward conversation,End of Survey,FALSE,FALSE
Very pushy saleswoman.,Begin of Survey,FALSE,TRUE
Did not push at all. Very helpful and listened to me. No hard sell which I don't like,End of Survey,FALSE,FALSE
Getting prices and haggling took too long to get to the point.,End of Survey,FALSE,FALSE
Had what I was looking for easy user friendly web site,End of Survey,TRUE,TRUE
Sales sraff were very friendly and knowledgable.,Begin of Survey,FALSE,TRUE
Bought a Wonderful Expedition,Begin of Survey,FALSE,FALSE
ok response...i think dealers need to be more receptive overall to those of us who do not have time to sit in a dealership to work on a new lease/buy. There is a long way to go in order to give online buyers a solid experience overall.,Begin of Survey,TRUE,TRUE
We were able to get quick responses back,End of Survey,FALSE,TRUE
quick response,Begin of Survey,FALSE,TRUE
Very fast turn around time.,Begin of Survey,FALSE,FALSE
Dealer called within minutes of sending info but after visiting showroom on 11.24.18  they indicated they would send me more info but as today have not heard anything. ...,Begin of Survey,FALSE,TRUE
Because I got a reply.,End of Survey,FALSE,TRUE
Came in because I saw an add for 25000+ for an explorer with a few rebates that we qualified for. After final pricing we only received 1 one the rebates advertised and walked out spending much more that we planned. Next time I?ll pay more attention to details. Was disappointed about that.,Begin of Survey,FALSE,FALSE
"Very quick service, no high pressure sales issues.",End of Survey,FALSE,TRUE
Nobody will answer a question through email .,Begin of Survey,FALSE,TRUE
did not request to be contacted.,End of Survey,FALSE,TRUE
I was contacted quickly,Begin of Survey,FALSE,TRUE
Already stated,End of Survey,FALSE,FALSE
No problems,Begin of Survey,FALSE,FALSE
Went well,End of Survey,FALSE,FALSE
no reason,End of Survey,FALSE,FALSE
I was contacted immediately,Begin of Survey,FALSE,TRUE
"I had my doubts about coming in, but Nicole was very Positive and reassuring and convinced me to come in!!",Begin of Survey,FALSE,FALSE
Got the info I needed,End of Survey,FALSE,FALSE
It was a good experience,End of Survey,FALSE,FALSE
Michael Howe was very informative.  He provided all the information I needed. When the vehicle would be available and how much.,End of Survey,FALSE,FALSE
Super fast and connected me w/ local dealer.,End of Survey,FALSE,TRUE
Everyone was very professional and answered my questions.,Begin of Survey,FALSE,TRUE
The person that spoked to me was very nice but I still never got a price on the auto I wanted.,Begin of Survey,FALSE,TRUE
Dealer was helpful,End of Survey,FALSE,TRUE
Na,Begin of Survey,FALSE,FALSE
"I am a FORD man -since 1959I don't want to be manipulated by a salesman.  The price is all I wanted and I would make the deal.  Many SVT Cobras,GT 500, Explorers and vans for the family.6 kids 20 grandkids and 6 great grandkids and they all are?will be driving something.",End of Survey,FALSE,TRUE
Very knowledgeable about the product and straightforward.,Begin of Survey,FALSE,TRUE
The response was great but wasn?t happy with the dealership completing a deal and running my credit after I disclosed up front to them what my score was. The manager completed the deal and told me congrats then later to find out i didn?t qualify for the loan he said he could get me. Very discouraged and won?t be using this dealership any more.,Begin of Survey,FALSE,TRUE
I was contacted in email.  And am waiting to hete back.,Begin of Survey,FALSE,TRUE
Responded immediatly,Begin of Survey,FALSE,TRUE
Pleasant on the phone and interested in my inquiry,Begin of Survey,FALSE,TRUE
Search function of web page could be more specific to weed out vehicles,End of Survey,TRUE,FALSE
Quick follow up,Begin of Survey,FALSE,FALSE
Not quite all i asked for,End of Survey,FALSE,FALSE
What is fair is fair.,End of Survey,FALSE,FALSE
got all info i needed very informative ans                                                                                                                                                                                wered all my questions,Begin of Survey,FALSE,TRUE
easy to use,Begin of Survey,FALSE,FALSE
They were responsive on the internet inquiry that I submitted,Begin of Survey,TRUE,TRUE
the rep was very good. He answered all my questions.,End of Survey,FALSE,TRUE
"It was easy and direct. However, I did ASK A SPECIFIC QUESTION AND AM STILL AWAITING THE REPLY VIA E-MAIL AS REQUESTED.",End of Survey,FALSE,TRUE
"prompt, very professional to deal with.  I purchase a car after one discussion.  In my book that was an excellent job and experience.",Begin of Survey,FALSE,TRUE
never before had sales person as helpful and interested.  no high pressure.  hope I will be able to do business with them now and in future,End of Survey,FALSE,TRUE
Because it wasn't better than that.,End of Survey,FALSE,FALSE
"Honesty with no bait switching, low balling or hard sell.",End of Survey,FALSE,FALSE
Responded,End of Survey,FALSE,TRUE
Attentive to customers inquiries,End of Survey,FALSE,FALSE
Got some of the information I want but not all of the information I wanted.,End of Survey,FALSE,FALSE
Not responsive to my cost needs.,End of Survey,FALSE,TRUE
very fast and friendly response,Begin of Survey,FALSE,TRUE
