cx_q2,cx_flag,Question Placement,Web,Dealership
"better pricing information would have convinced me to buy the car at question, especially since I had owned many fords in the past. In this case neither this dealer or others provided enough pricing information upfront to entice me to travel great distances to their dealer ship and I ended up buying a RAM 1500",1,End of Survey,FALSE,TRUE
"Again, see first comment.  Enough said.",1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
My experience at this dealership was exceptional! Everyone assisted me very quickly and provided me with some of the best service I've ever had.,2,Begin of Survey,FALSE,TRUE
They contacted me with in a reasonable time,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
they just can't find the SUV i want ..not really  there fault,1,End of Survey,FALSE,FALSE
Great experience the best I have ever had when buying a truck.,1,End of Survey,FALSE,FALSE
Excellent response,1,End of Survey,FALSE,TRUE
Sale,2,Begin of Survey,FALSE,FALSE
Never heard from anyone,1,End of Survey,FALSE,FALSE
Dealer contact was quick.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Because i was never contacted.,1,End of Survey,FALSE,TRUE
Ford cares,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
No contact,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Customer service and response back is slow.,1,End of Survey,FALSE,TRUE
Ford gave me an immediate approval upon my application. Dealer was able to have my needed car that I wanted.Only question now is if the dealer will live up to my request that I ONLY pay a specific amount each month and NOT any additional Taxes.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I received a very quick response and I was not pressured to come in and purchase immediately.,2,Begin of Survey,FALSE,TRUE
No one cares about selling me an F-150,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Viewed a 150 2018 king ranch got a confirmation still available from Rosa went to dealer spoke with a floor salesman he knew nothing about it called Rosa and he spoke to her got the runaround on the King Ranch but said he could order one obviously Rosa just wanted me to come in to sell me one now Pines Ford on my do not buy from dealership,1,End of Survey,FALSE,TRUE
Because the Sales person I talked with was very polite . And I told him my wife had changed her mind and decided she didn't was a Explore,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"As mentioned before, I developed a great distrust by being quoted a price 4K more than the dealership’s online price.",1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
I asked to be emailed a quote NOT A PHONE CALL,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Good information provided; looking forward to hearing about lease options.  Thanks.,1,End of Survey,FALSE,FALSE
"The response ,considering it was during a holiday weekend, was very good.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Still working on lease with rep.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Nothing to compare it to,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
great job,1,End of Survey,FALSE,FALSE
I received a prompt response and ended up buying the truck I wanted.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Received a response in a timely manner.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"I WAS CONTACTED BY A AGENT OF LAKE FORD TO SEE IF I HAD AN INTEREST IN SELLING MY TRUCK TO THEM, I DIDN'T EXPECT TO RECEIVE THIS CALL.",2,Begin of Survey,FALSE,TRUE
Very  easy to navigate,1,End of Survey,TRUE,FALSE
Bryce called me right away!,2,Begin of Survey,FALSE,TRUE
"Excellent care, made me feel like my purchase was all he had to do",1,End of Survey,FALSE,FALSE
Very knowledgeable and helpful.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I was satisfied with the entire process except for the quote amount.,1,End of Survey,TRUE,FALSE
,2,Begin of Survey,FALSE,FALSE
This was one of the few dealers that called back.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Everyone that I worked with at the dealership was fantastic during the purchasing process and I have had several associates reach out to me to check my satisfaction level since.,2,Begin of Survey,FALSE,TRUE
Dealer representative contacted me but with no idea what I submitted online. Promised me a call back still hadn’t received a return call after twenty fours hours. Reached out again and got another representative who once again wasn’t able to pull up the information I submitted online. Complete waste of my time we purchased from another manufacturer.,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Good customer service,2,Begin of Survey,FALSE,FALSE
"The information passed to Hardee Ford from the build and price online option was incorrect. I spent the time to build the F150 with the options I was interested in purchasing but, none of the information was passed to the dealer, so I was unable to get a internet price.",2,Begin of Survey,TRUE,TRUE
"All questions were answered, with no additional, non solicited information being offered.",1,End of Survey,FALSE,TRUE
"I'm just looking for the best possible price on an F-250 crew cab, white color, 4wd, diesel and or gas unit, not the fanciest model but maybe the next model down just the best price possible. Isabel was helping me, thx.",2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Issues. Slow responsePrice offered was higher than that advertised on website.,1,End of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Contacted me quickly with price.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"Immediate response, polite, upfront with options.",1,End of Survey,FALSE,TRUE
Never heard from dealer,1,End of Survey,FALSE,TRUE
See above comments.,1,End of Survey,FALSE,FALSE
Greg was very polite and patient.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
He did not pressure me. I felt comfortable talking to him. He seemed informed of available inventory.,1,End of Survey,FALSE,TRUE
No Price given on vehicle of interest.There are too many dealerships in my area to except these outdated practices.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
The C-max we want isn't made anymore in the US.,2,Begin of Survey,FALSE,FALSE
"I am just beginning my search.  The first e mails and or text messages were promptly returned and the two sales associates that contacted me are motivated and positive.  So far, they have provided all information I have needed.  We are yet to meet in person at the dealership, but are scheduled to this week.",1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Immediate response,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Fast,2,Begin of Survey,FALSE,FALSE
"Never actually received what I asked for, a quote.",1,End of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
I'm happy with there trucks,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Tom Lagrave at Lindsey Ford in Wheaton MD contacted me immediately by email with the f 150 I was looking for had the truck in stock and set up a appointment when I arrived at the dealership Tom had the truck ready for survey and test drive Tom spent several hours with my Wife and me Tom was understanding that this truck would be a big purchase for us Tom went over other options Tom finally gave a Ofer I couldn’t refuse knowing this was the truck we wainted also added a bed liner spray . I feel do to Toms 30+ yrs experience made this deal happen we are very happy to be Ford truck owner Thanks,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Didn't make the effort,1,End of Survey,FALSE,FALSE
They let me know they received my email.,1,End of Survey,FALSE,FALSE
They responded right away with the information that I wanted,2,Begin of Survey,FALSE,TRUE
Got what I asked for.,1,End of Survey,FALSE,FALSE
xxxx,1,End of Survey,FALSE,FALSE
Online and hang tag prices weren’t accurate,1,End of Survey,TRUE,FALSE
This is enough already,1,End of Survey,FALSE,FALSE
Sales knowledge and product knowledge and being prompt,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Good customer service, very knowledgeable",2,Begin of Survey,FALSE,TRUE
"Both the salesman and sales manager were polite and kind.  Just not competitive in price.   Would only sell vehicle at window sticker.  Purchased same new vehicle at different Ford dealer with $3,000 discount.",2,Begin of Survey,FALSE,TRUE
see earlier comments,1,End of Survey,FALSE,FALSE
I recieved no responce. But it don't matter cuz everything is to shit any-way....,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
I was not able to get information I wanted without having to give contact information when I really was only tire kicking.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Very fast responses,2,Begin of Survey,FALSE,TRUE
I rated it good.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
No problems,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Same as previous comments,1,End of Survey,FALSE,FALSE
"I wasn't looking for phone calls, just basically wanted a quote via email.  Not currently looking for a new car.",2,Begin of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Me cotatero proto,2,Begin of Survey,FALSE,FALSE
The sales person responded right away and show interest and what we were looking for,2,Begin of Survey,FALSE,TRUE
All the question i had were answered. They were very helpful.,2,Begin of Survey,FALSE,TRUE
"A sales person from DCH Ford in Eatontown NJ contacted me immediately.  If I am able to find time, I will go there this week.",2,Begin of Survey,FALSE,TRUE
I received an e-mail but did not receive follow-up,1,End of Survey,FALSE,FALSE
i had a good experience,1,End of Survey,FALSE,FALSE
just wanted to know if they could sell this vehicle at the price that was offered on line.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Easy to use,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Good Service,2,Begin of Survey,FALSE,FALSE
"Reps were easy to deal with, helpful and thanks to Catie and Caleb my wife got her 2018 Explorer delivered on Chrustmas Eve! Thank you!!!",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"professional, didn't try to sell me a vehicle I couldn't afford",2,Begin of Survey,FALSE,TRUE
Jose and the whole team were great.,1,End of Survey,FALSE,FALSE
no rangers available,1,End of Survey,FALSE,FALSE
The automated responses Asking for number and email. Both were already provided and should. Or be needed again.,1,End of Survey,FALSE,TRUE
Minimal hard sell tactics,2,Begin of Survey,FALSE,FALSE
Easy to do,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
The Sales Manager even followed up on my inquiry.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Minimal communication,2,Begin of Survey,FALSE,FALSE
"I was still on the dealer website when I received a phone and the excellent service did not stop there. While a purchase has not been finalized yet, the service thus far has been amazing.",1,End of Survey,TRUE,TRUE
no response,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
No one contacted me,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Well mannered contact resulting in a successful purchase,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Again.  Taking a survey or researching a product online should NOT automatically trigger an email being sent to a local dealer which causes unsolicited emails and phone calls.  I want to self serve researching products and I should choose if and when I need assistance from the dealership.,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
They responded in a timely manner and answered my questions,2,Begin of Survey,FALSE,TRUE
Because no one has contacted me from this dealership,1,End of Survey,FALSE,TRUE
The dealer representative responded to all my questions and was able to work with me on an appointment time.,1,End of Survey,FALSE,TRUE
It shoed me what I needed to know,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I have no feelings either way sorry,1,End of Survey,FALSE,FALSE
Great service and price,1,End of Survey,FALSE,FALSE
Dealer contacted me within 5 minutes of submitting request,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Salesman was very quick to answer questions.  We are still working together to purchase a used truck.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Timely response and seemed like a good starting point on pricing.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
they contacted me,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
They usually have the answer,1,End of Survey,FALSE,FALSE
Rather easy to submit the request online.,2,Begin of Survey,TRUE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Again, everything’s asked for was given that day.",1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I got all the information I needed quickly,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I CONTACTED YOU & RAMSEY FORD.I LISTED MY PHONE NUMBER.  RAMSEY CALLED ME BACK THE SAME DAY.  I RECEIVED AN EMAIL FROM YOU ASKING FOR MY PHONE NUMBER!,1,End of Survey,FALSE,TRUE
was email.  Don't want to be contacted by phone.  Now stop the emails that I don't want.,2,Begin of Survey,FALSE,TRUE
